ids,en,de
1748,"Madam President , I will refer to the report by our esteemed colleague Mr Edward Kellett-Bowman on postponement of the discharge to the Management Board of the European Centre for the Development of Vocational Training in Thessaloniki .","Frau Präsidentin , ich möchte auf den Bericht des geschätzten Kollegen Edward Kellett-Bowman über den Aufschub des Beschlusses über die Entlastung des Verwaltungsrates des Europäischen Zentrums für die Förderung der Berufsausbildung in Thessaloniki eingehen ."
1749,"Frankly , I did not understand why Mr Kellett-Bowman is asking for postponement .","Ich verstehe wirklich nicht , warum der geschätzte Kollege einen Aufschub fordert ."
1750,Is he doing so because there was a financial scandal in the management up till 1994 ?,"Fordert er den Aufschub , weil es bis 1994 in der Verwaltung einen Finanzskandal gegeben hat ?"
1751,"If so , he should say so in his report , he should describe it to us , and I believe we would then all go along with him .","Wenn dies der Fall ist , so muß er es in seinem Bericht auch erwähnen , es uns darlegen , und wir alle werden , so meine ich , auf seiner Seite stehen ."
1752,"However , his report mentions no such thing .",Aber in seinem Bericht steht nichts davon .
1753,"On the contrary , it expresses doubts about the continuation of that Centre 's operation - CEDEFOP 's operation - related to its productivity and efficacy .","Vielmehr äußert er Bedenken bezüglich der Weiterführung der Arbeit des Zentrums , des CEDEFOP , wegen seiner mangelnden Leistung und Effektivität ."
1754,Those who had powerful political protectors were transferred to other services of the European Union .,"Diejenigen , die einflußreiche politische Protektoren hatten , sind in andere Dienststellen der Europäischen Union versetzt worden ."
1755,"Those who were close to pensionable age requested early retirement , which they were granted , and finally , those who did not fit either of these categories resigned .","Alle die kurz vor dem Rentenalter standen , forderten eine Vorruhestandsregelung , die ihnen auch gewährt wurde , und jene schließlich , für die weder das eine noch das andere zutraf , haben gekündigt ."
1756,"So of approximately 100 people , less than half are now in Thessaloniki .",So arbeiten von ursprünglich 100 Bediensteten heute weniger als die Hälfte in Thessaloniki .
1757,"And I , ladies and gentlemen , would like to ask : is that how Europe 's enlargement will take place ?","Auch ich , meine Herren Kollegen , möchte Sie fragen : kann so die Erweiterung Europas vonstatten gehen ?"
1758,"When the Eastern countries accede in due course , will certain spoiled members of staff refuse to transfer to capitals outside the ParisBerlin-Brussels triangle ?","Werden sich , wenn morgen die osteuropäischen Länder beitreten , wieder einige verwöhnte Bedienstete weigern , in die Hauptstädte zu gehen , die außerhalb des Dreiecks Paris-Berlin-Brüssel liegen ?"
1759,Is that the basis for the European Parliament 's policies on decentralization and regional development ?,"Unterstützt das Europäische Parlament so die Politik der Dezentralisierung , die Politik der Förderung peripherer Regionen ?"
1760,"I am very sorry , but unless I get serious answers to the questions I have raised , my recommendation to my group will be to vote against Mr KellettBowman 's report .","Es tut mir wirklich leid , aber wenn ich nicht ernstzunehmende Antworten auf meine Fragen bekomme , werde ich meiner Fraktion nahelegen , gegen den Bericht von Herrn Kellett-Bowman zu stimmen ."
1761,"Madam President , I wish to speak with reference to Mr Blak 's report on the ECSC on the discharge for 1994 .","Frau Präsidentin , ich möchte zu dem Bericht von Herrn Blak über die Entlastung der EGKS für 1994 sprechen ."
1762,I would like to draw Members ' attention to paragraph 11 in Mr Blak 's report that is on the UK pit closures .,"Ich möchte die Mitglieder auf Punkt 11 des Berichts von Herrn Blak hinweisen , der Zechenstillegungen im Vereinigten Königreich betrifft ."
1763,Can we look very briefly at the wording of Mr Blak 's report ?,Können wir einen kurzen Blick auf den Wortlaut in Herrn Blaks Bericht werfen ?
1764,"It says , very interestingly , it accepts that the ECSC will not be able to recover by legal means the interest rate subsidies paid to financial production enhancing investment .","Er sagt sehr interessanterweise , er räume ein , daß die EGKS nicht in der Lage sein werde , die zur Finanzierung produktionsfördernder Investitionen gezahlten Zinszuschüsse auf dem Rechtsweg wiedereinzuziehen ."
1765,"But if it cannot be returned by legal means , is Mr Blak , or is the Commission , going to send the boys round to 10 Downing Street to ask for the money back ?","Wenn sie nicht auf dem Rechtsweg zurückgewonnen werden können , wird dann Herr Blak oder die Kommission die Jungs in die Downing Street 10 schicken , um das Geld zurückzufordern ?"
1766,What is at stake here ?,Was steht hier auf dem Spiel ?
1767,"The Court of Auditors ' report says quite clearly that under Article 54 , 15 pits received subsidies .","Der Bericht des Rechnungshofs besagt sehr deutlich , daß 15 Zechen gemäß Artikel 54 Subventionen erhalten haben ."
1768,Two of them were closed .,Zwei davon wurden geschlossen .
1769,"One - Lea Hall in my constituency - has received an unrecoverable subsidy of almost half-a-million ECU and Frickley colliery a subsidy of ECU 294 million , which has not been recovered from the British Government .","Eine - Lea Hall in meinem Wahlkreis - erhielt nicht wiedereinziehbare Subventionen von fast einer halben Million ECU , und die Zeche Frickley erhielt 294 Millionen ECU an Subventionen , die von der britischen Regierung nicht wiedereingezogen wurden ."
1770,"Monies have also been paid to pits which were subsequently privatized - two , again , in my constituency : Trentham and Silverdale .","Auch an Zechen , die danach privatisiert wurden , wurden Gelder bezahlt - zwei davon liegen ebenfalls in meinem Wahlkreis : Trentham und Silverdale ."
1771,"I know that when Trentham was privatized , much of the equipment paid for by the ECSC was actually bricked-up .","Ich weiß , daß , als Trentham privatisiert wurde , viele von der EGKS bezahlte Ausrüstungen übernommen wurden ."
1772,How are you going to get that money back for us and stop it happening again ?,"Wie werden Sie diese Gelder für uns zurückgewinnen und verhindern , daß so etwas erneut geschieht ?"
1773,The question of the staffing of UCLAF is similarly important .,Auf der gleichen Ebene liegt die Personalausstattung der UCLAF .
1774,This means that it must also be given the level of staffing that it requires .,Hier müssen also auch die nötigen personellen Ressourcen vorgesehen werden .
1775,"This has demonstrated the importance of checks and the need to extend their scope significantly , so that the Member States , too , can be made aware of their own responsibility .","Dort hat sich gezeigt , wie wichtig Kontrollen sind und daß diese in einem wesentlich größeren Umfang durchgeführt werden müssen , um den Mitgliedstaaten auch ihre eigene Verantwortung vor Augen zu führen ."
1776,"The final issue that I wish to highlight concerns the satellite bodies , the decentralized institutions which are based in individual Member States , but work for the Union as a whole .","Als letzten Schwerpunkt möchte ich die Satellitenorganisationen herausgreifen , d.h. jene Institutionen , die dezentralisiert in den einzelnen Mitgliedstaaten für die Union als Ganzes tätig sind ."
1777,Our Greek colleague has referred to the Centre for the Development of Vocational Training .,Das Zentrum für die Förderung der Berufsausbildung wurde von unserem griechischen Kollegen genannt .
1778,"As a result of its move to Thessaloniki , this centre is experiencing difficulties .","Nun , dieses Zentrum wurde nach Thessaloniki verlegt und hat dadurch Schwierigkeiten ."
1779,Mr Kellett-Bowman and the committee were right to recommend that we should defer discharge until this body acquires a clear function and provides a quality of service commensurate with the need .,"Herr Kellett-Bowman und der Ausschuß haben zu Recht empfohlen , die Entlastung so lange zu verweigern , bis dieses Institut eine klare Funktion gefunden hat und überdies die Qualität der Leistung dem Bedarf entspricht ."
1780,We shall see whether this is to be the case .,"Wir werden sehen , ob dies in Zukunft der Fall sein wird ."
1781,"If so , the centre will have a purpose .",Dann wird dieses Zentrum einen Sinn haben .
1782,"If not , we must draw the necessary conclusions .",Andernfalls muß man auch die notwendigen Konsequenzen ziehen .
1783,"Madam President , the debate on discharge for the European budget clearly throws up one important reason for the disenchantment with Europe that we see in our countries .","Frau Präsidentin , bei der Debatte über die Entlastung des europäischen Haushalts stößt man offensichtlich auf einen wichtigen Grund , warum wir es derzeit in unseren Mitgliedsländern mit einer Europamüdigkeit zu tun haben ."
1784,One of the causes of disenchantment is the somewhat lax approach to money - European taxpayers ' money .,"Ein Grund hierfür ist doch der zum Teil lockere Umgang mit dem Geld , d.h. mit dem Geld der europäischen Steuerzahler ."
